,title,originallink,link,description,pubDate
11,"신용재, 직접 전한 결혼 소감…신부 나이-직업 관심",http://www.topstarnews.net/news/articleView.html?idxno=14717456,http://www.topstarnews.net/news/articleView.html?idxno=14717456,"신용재의 결혼식에는 벤, <b>이선빈</b> 등이 참석했다. 1989년생인 신용재의 나이는 34세로, 신용재의 아내는 비연예인으로 알려졌다. 지난 2008년 포맨으로 데뷔한 신용재는 현재 2F 보컬로 활동 중이다. 또한 신용재는 지난해... ","Mon, 08 Aug 2022 13:58:00 +0900"
12,"&apos;이광수♥&apos;<b>이선빈</b>, &apos;민폐 하객&apos; 대신 &apos;가을 신부&apos; 어때요? 팬들은 응원의 한 ...",http://sports.chosun.com/news/ntype.htm?id=202208080100056840003411&servicedate=20220807,https://n.news.naver.com/mnews/article/076/0003902388?sid=106,"배우 <b>이선빈</b>이 7일 자신의 인스타그램 스토리를 통해 &quot;결혼 축하드려요!! 오래오래 행복만 가득하세요오오&quot;라며 사진을 게재했다. 게재된 사진에서 <b>이선빈</b>은 가수 신용재의 결혼식에 참석한 듯, 신랑 신부의 모습을 사진에... ","Sun, 07 Aug 2022 21:28:00 +0900"
13,"&apos;이광수 5년째 ♥&apos; <b>이선빈</b>, 결혼식 보고 마음만 몽글몽글",http://www.osen.co.kr/article/G1111914351,https://n.news.naver.com/mnews/article/109/0004673960?sid=106,배우 <b>이선빈</b>이 가수 신용재의 결혼식에 참석했다. 7일 <b>이선빈</b>은 자신의 인스타그램 스토리를 통해 “결혼 축하드려요!! 오래오래 행복만 가득하세요오오”라며 사진을 게재했다. 게재된 사진에서 <b>이선빈</b>은 가수 신용재의... ,"Sun, 07 Aug 2022 14:51:00 +0900"
14,"신용재, 미모의 신부 공개…&apos;이광수♥&apos; <b>이선빈</b> &quot;오래오래 행복만&quot;[TEN★]",https://tenasia.hankyung.com/topic/article/2022080726924,https://n.news.naver.com/mnews/article/312/0000562639?sid=106,배우 <b>이선빈</b>이 신용재의 결혼을 축하했다. <b>이선빈</b>은 7일 자신의 인스타그램 스토리에 &quot;결혼 축하드려요!! 오래오래 행복만 가득하세요&quot;라는 글과 함께 한 장의 사진을 게재했다. 공개된 사진 속에는 <b>이선빈</b>이 직접 찍은... ,"Sun, 07 Aug 2022 14:35:00 +0900"
15,"고소영→황동혁 감독...이정재, ‘인맥王’ 될 상이었네[MK스타]",http://star.mk.co.kr/new/view.php?mc=ST&year=2022&no=685650,https://n.news.naver.com/mnews/article/009/0005000203?sid=106,"이날 홍예지, 정호연, 김주령, 윤서아, 홍승희, 임지연, BTS 진, 김예원, 이무생, 김준한, 조이현, 이재윤, 위하준, 아누팜 트리파티, <b>이선빈</b>, 니키리 감독, 주현영, 이영자, 송성호, 장혁, 박해진, 이선균, 김경화 아나운서... ","Thu, 04 Aug 2022 09:28:00 +0900"
16,"&apos;권모술수&apos; 주종혁, &apos;청담 부부&apos; 이정재X정우성 사이에 서다니…&apos;헌트&apos; VIP 시...",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202208040829901164&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news,https://n.news.naver.com/mnews/article/117/0003631986?sid=106,"여기에 홍예지, 정호연, 김주령, 윤서아, 홍승희, 임지연, 방탄소년단 멤버 진, 김예원, 이무생, 김준한, 조이현, 이재윤, 위하준, 아누팜 트리파티, <b>이선빈</b>, 니키리 감독, 주현영, 이영자, 송성호, 장혁, 박해진, 이선균... ","Thu, 04 Aug 2022 09:18:00 +0900"
17,&apos;헌트&apos; 초특급 셀럽 시사회 &quot;이정재 정우성이니까&quot;,https://kstar.kbs.co.kr/list_view.html?idx=222153,https://n.news.naver.com/mnews/article/438/0000048914?sid=106,"여기에 홍예지, 정호연, 김주령, 윤서아, 홍승희, 임지연, BTS 진, 김예원, 이무생, 김준한, 조이현, 이재윤, 위하준, 아누팜 트리파티, <b>이선빈</b>, 니키리 감독, 주현영, 이영자, 송성호, 장혁, 박해진, 이선균, 김경화 아나운서... ","Thu, 04 Aug 2022 07:34:00 +0900"
18,"BTS 진→이민호x김수현..&apos;헌트&apos; 시사회, 이정재x정우성 인맥 총출동",http://www.osen.co.kr/article/G1111911518,https://n.news.naver.com/mnews/article/109/0004671506?sid=106,"여기에 홍예지, 정호연, 김주령, 윤서아, 홍승희, 임지연, BTS 진, 김예원, 이무생, 김준한, 조이현, 이재윤, 위하준, 아누팜 트리파티, <b>이선빈</b>, 니키리 감독, 주현영, 이영자, 송성호, 장혁, 박해진, 이선균, 김경화 아나운서... ","Thu, 04 Aug 2022 00:33:00 +0900"
19,"방탄소년단 진·유재석·이민호, &apos;헌트&apos; VIP시사회‧쇼케이스 스타 총출동",http://www.slist.kr/news/articleView.html?idxno=373921,http://www.slist.kr/news/articleView.html?idxno=373921,"여기에 홍예지, 정호연, 김주령, 윤서아, 홍승희, 임지연, BTS 진, 김예원, 이무생, 김준한, 조이현, 이재윤, 위하준, 아누팜 트리파티, <b>이선빈</b>, 니키리 감독, 주현영, 이영자, 송성호, 장혁, 박해진, 이선균, 김경화 아나운서... ","Wed, 03 Aug 2022 23:06:00 +0900"
20,"[포토] <b>이선빈</b>, &apos;시크하거나 도도&apos;",http://www.fnnews.com/news/202208031705220886,https://n.news.naver.com/mnews/article/014/0004877661?sid=106,"배우 <b>이선빈</b>이 2일 오후 서울 삼성동 메가박스 코엑스에서 열린 영화 &apos;헌트&apos; VIP시사회에 참석해 포즈를 취하고 있다. 배우 겸 감독 이정재, 배우 정우성, 전혜진, 허성태, 고윤정 등이 출연하는 &apos;헌트&apos;는 조직 내 숨어든... ","Wed, 03 Aug 2022 17:09:00 +0900"
21,"[포토] <b>이선빈</b>, &apos;흐믓한 표정&apos;",http://www.fnnews.com/news/202208031705227000,https://n.news.naver.com/mnews/article/014/0004877660?sid=106,"배우 <b>이선빈</b>이 2일 오후 서울 삼성동 메가박스 코엑스에서 열린 영화 &apos;헌트&apos; VIP시사회에 참석해 포즈를 취하고 있다. 배우 겸 감독 이정재, 배우 정우성, 전혜진, 허성태, 고윤정 등이 출연하는 &apos;헌트&apos;는 조직 내 숨어든... ","Wed, 03 Aug 2022 17:09:00 +0900"
22,"[포토] <b>이선빈</b>, &apos;청바지만 입어도 스타일리쉬&apos;",http://www.fnnews.com/news/202208031705222604,https://n.news.naver.com/mnews/article/014/0004877662?sid=106,"배우 <b>이선빈</b>이 2일 오후 서울 삼성동 메가박스 코엑스에서 열린 영화 &apos;헌트&apos; VIP시사회에 참석해 포즈를 취하고 있다. 배우 겸 감독 이정재, 배우 정우성, 전혜진, 허성태, 고윤정 등이 출연하는 &apos;헌트&apos;는 조직 내 숨어든... ","Wed, 03 Aug 2022 17:09:00 +0900"
23,"[뉴스1 ★]BTS 진, 월드 와이드 센스…손 쪽지로 귀여운 응원",https://www.news1.kr/articles/4762178,https://n.news.naver.com/mnews/article/421/0006257376?sid=106,"한편 이날 시사회에는 진을 비롯해 배우 이병헌, 이민호, 김수현, 고소영, 박해진, 이선균, 이준호, 홍예지, 김주령, 윤서아, 홍승희, 임지연, 김예원, 이무생, 김준한, 조이현, 이재윤, 위하준, 아누팜 트리파티, <b>이선빈</b>... ","Wed, 03 Aug 2022 14:14:00 +0900"
24,"<b>이선빈</b>, ‘헌트’ 응원왔어요!",http://zine.istyle24.com/Star/StarView.aspx?Idx=59733&Menu=1&_C_=23069,http://zine.istyle24.com/Star/StarView.aspx?Idx=59733&Menu=1&_C_=23069,"배우 <b>이선빈</b>이 2일 오후 서울 강남구 삼성동 메가박스 코엑스에서 열린 ‘헌트’ vip에 참석해 배우 정우성, 이정재와 함께 포즈를 취하고 있다.영화 ‘헌트’는 조직 내 숨어든 스파이를 색출하기... ","Wed, 03 Aug 2022 13:30:00 +0900"
25,&apos;만화 캐릭터&apos;처럼 방방 뛰며 &apos;헌트&apos; 이정재에 달려가 애교 부린 정호연 (사진...,https://www.insight.co.kr/news/406351,https://www.insight.co.kr/news/406351,"BTS 진, 개그맨 유재석, 조세호, 남창희, 배우 이민호, 박해수, 김수현, 홍종현, <b>이선빈</b>, 주종혁, 주현영 등 수많은 스타들이 참석해 자리를 빛냈다.&apos;헌트&apos;의 연출을 맡고 출연까지 한 이정재와 넷플릭스 &apos;오징어 게임&apos;에서... ","Wed, 03 Aug 2022 11:30:00 +0900"
26,[포토] 정우성-이정재 사이…&apos;역대급 조합 vs 굴욕&apos; (&apos;헌트&apos; VIP시사회 현장),http://enews.imbc.com/News/RetrieveNewsInfo/355947,https://n.news.naver.com/mnews/article/408/0000163278?sid=106,"이날 ‘헌트’ VIP시사회에는 방탄소년단(BTS) 진, 이준호, 이병헌, 이민호, 김수현, 고소영, 홍예지, 박해수, 정호연, 김주령, 위하준, 아누팜, 윤서아, 홍승희, 임지연, 김예원, 이무생, 김준한, 조이현, 이재윤, <b>이선빈</b>... ","Wed, 03 Aug 2022 10:25:00 +0900"
27,"<b>이선빈</b>, &apos;헌트&apos; 엄지척!",http://sports.hankooki.com/news/articleView.html?idxno=6803659,http://sports.hankooki.com/news/articleView.html?idxno=6803659,영화 &apos;헌트&apos;(감독 이정재) VIP시사회에 참석한 <b>이선빈</b>. ⓒ이혜영 기자 lhy@hankooki.com영화 &apos;헌트&apos;(감독 이정재) VIP시사회에 참석한 <b>이선빈</b>. ⓒ이혜영 기자 lhy@hankooki.com <b>이선빈</b>이 2일 오후 서울 삼성동 메가박스... ,"Wed, 03 Aug 2022 08:24:00 +0900"
28,[bnt포토] <b>이선빈</b> &apos;머릿결이 예술&apos;,https://www.bntnews.co.kr/article/view/bnt202208030010,https://www.bntnews.co.kr/article/view/bnt202208030010,배우 <b>이선빈</b>이 포토타임을 마치고 이동하고 있다. 영화 ‘헌트’는 조직 내 숨어든 스파이를 색출하기 위해 서로를 의심하는 안기부 요원 박평호(이정재)와 김정도(정우성)가 ‘대한민국 1호 암살 작전’이라는 거대한... ,"Wed, 03 Aug 2022 08:16:00 +0900"
29,[bnt포토] 정우성-<b>이선빈</b>-이정재 &apos;영화에서 보고 싶은 비주얼조합&apos;,https://www.bntnews.co.kr/article/view/bnt202208030009,https://www.bntnews.co.kr/article/view/bnt202208030009,배우 <b>이선빈</b>이 포토타임을 갖고 있다. 영화 ‘헌트’는 조직 내 숨어든 스파이를 색출하기 위해 서로를 의심하는 안기부 요원 박평호(이정재)와 김정도(정우성)가 ‘대한민국 1호 암살 작전’이라는 거대한 사건과... ,"Wed, 03 Aug 2022 08:14:00 +0900"
30,[뉴스1 ★]이병헌·이민호 부터 BTS 진 까지…&apos;헌트&apos; VIP 시사회 톱★ 총출동,https://www.news1.kr/articles/4761605,https://n.news.naver.com/mnews/article/421/0006256314?sid=106,"또 ‘헌트’ 주역들을 응원하기 위해 배우 이병헌, 이민호, 김수현, 고소영, 박해진, 이선균, 이준호, 홍예지, 김주령, 윤서아, 홍승희, 임지연, 김예원, 이무생, 김준한, 조이현, 이재윤, 위하준, 아누팜 트리파티, <b>이선빈</b>... ","Wed, 03 Aug 2022 08:13:00 +0900"
31,"<b>이선빈</b>, ‘이건 기대 안 할수가 없죠’ [포토엔HD]",https://www.newsen.com/news_view.php?uid=202208030227085510,https://n.news.naver.com/mnews/article/609/0000610788?sid=106,배우 <b>이선빈</b>이 8월 2일 오후 서울 강남구 메가박스 코엑스에서 열린 영화 ‘헌트’ VIP 시사회 포토월 행사에 참석해 포즈를 취하고 있다.,"Wed, 03 Aug 2022 06:31:00 +0900"
32,"[S포토] <b>이선빈</b>, &apos;여름에 더욱 빛나는 여신미~&apos; (헌트 VIP 시사회)",http://www.stardailynews.co.kr/news/articleView.html?idxno=327542,http://www.stardailynews.co.kr/news/articleView.html?idxno=327542, 배우 <b>이선빈</b>이 2일 오후 서울 강남구 메가박스 코엑스점에서 열린 영화 &apos;헌트(HUNT)&apos; 쇼케이스 및 VIP 시사회에 참석해 배우 정우성-이정재(감독)와 포토타임을 가지고 있다. 영화 &apos;헌트&apos;는 조직 내 숨어든 스파이를... ,"Wed, 03 Aug 2022 00:58:00 +0900"
33,[TEN 포토] <b>이선빈</b> &apos;멋진오빠들이 양 옆에&apos;,https://tenasia.hankyung.com/movie/article/2022080329464,https://n.news.naver.com/mnews/article/312/0000561786?sid=106,배우 <b>이선빈</b>이 2일 오후 서울 삼성동 메가박스 코엑스에서 열린 영화 &apos;헌트&apos; VIP시사회에 참석해 포즈를 취하고 있다. &apos;헌트&apos;는 조직 내 숨어든 스파이를 색출하기 위해 서로를 의심하는 안기부 요원 ‘박평호’와... ,"Wed, 03 Aug 2022 00:33:00 +0900"
34,[TEN 포토] <b>이선빈</b> &apos;영화 &apos;헌트&apos; 최고&apos;,https://tenasia.hankyung.com/movie/article/2022080329444,https://n.news.naver.com/mnews/article/312/0000561785?sid=106,배우 <b>이선빈</b>이 2일 오후 서울 삼성동 메가박스 코엑스에서 열린 영화 &apos;헌트&apos; VIP시사회에 참석해 포즈를 취하고 있다. &apos;헌트&apos;는 조직 내 숨어든 스파이를 색출하기 위해 서로를 의심하는 안기부 요원 ‘박평호’와... ,"Wed, 03 Aug 2022 00:32:00 +0900"
35,"<b>이선빈</b>, 영화관에서 자체발광",https://www.news1.kr/photos/view/?5508997,https://n.news.naver.com/mnews/article/421/0006256098?sid=106,배우 <b>이선빈</b>이 2일 오후 서울 강남구 메가박스 코엑스점에서 열린 영화 &apos;헌트(HUNT)&apos; VIP 시사회에서 포즈를 취하고 있다. ‘헌트&apos;(감독 이정재)는 조직 내 숨어든 스파이를 색출하기 위해 서로를 의심하는 안기부 요원... ,"Tue, 02 Aug 2022 23:38:00 +0900"
36,<b>이선빈</b> &apos;멋진 오빠들과&apos;[★포토],http://star.mt.co.kr/stview.php?no=2022080223330544553,https://n.news.naver.com/mnews/article/108/0003076121?sid=106,"배우 <b>이선빈</b>이 2일 오후 서울 강남구 삼성동 메가박스 코엑스에서 진행된 영화 &apos;헌트&apos; VIP시사회에 참석해 정우성, 이정재와 포즈를 취하고 있다. &apos;헌트&apos;는 조직 내 숨어든 스파이를 색출하기 위해 서로를 의심하는... ","Tue, 02 Aug 2022 23:33:00 +0900"
37,"[사진]<b>이선빈</b>, &apos;깐달걀 피부&apos;",http://www.osen.co.kr/article/G1111910455,https://n.news.naver.com/mnews/article/109/0004670534?sid=106,"‘김정도’가 ‘대한민국 1호 암살 작전’이라는 거대한 사건과 직면하며 펼쳐지는 첩보 액션 드라마. 정우성, 전혜진, 허성태, 고윤정이 출연한다. 8월 10일 개봉. 배우 <b>이선빈</b>이 포즈를 취하고 있다. 2022.08.02","Tue, 02 Aug 2022 22:59:00 +0900"
38,"[사진]정우성-<b>이선빈</b>-이정재, &apos;화려한 미모&apos;",http://www.osen.co.kr/article/G1111910453,https://n.news.naver.com/mnews/article/109/0004670532?sid=106,"‘대한민국 1호 암살 작전’이라는 거대한 사건과 직면하며 펼쳐지는 첩보 액션 드라마. 정우성, 전혜진, 허성태, 고윤정이 출연한다. 8월 10일 개봉. 배우 정우성, <b>이선빈</b>, 이정재가 포즈를 취하고 있다. 2022.08.02","Tue, 02 Aug 2022 22:58:00 +0900"
39,"[포토] <b>이선빈</b>, &apos;헌트 최고&apos;",https://isplus.com/2022/08/02/enter/entertainment/20220802222655603.html,https://n.news.naver.com/mnews/article/241/0003223493?sid=106,배우 <b>이선빈</b>이 2일 오후 서울 강남구 메가박스 코엑스점에서 열린 영화 &apos;헌트(HUNT)&apos; 쇼케이스 및 VIP 시사회에 참석해 포토타임을 갖고 있다. &apos;헌트&apos;는 조직 내 숨어든 스파이를 색출하기 위해 서로를 의심하는 안기부... ,"Tue, 02 Aug 2022 22:26:00 +0900"
40,"[NF포토] <b>이선빈</b>, &apos;자체 발광 비주얼&apos;(헌트 쇼케이스)",http://www.newsfreezone.co.kr/news/articleView.html?idxno=398059,http://www.newsfreezone.co.kr/news/articleView.html?idxno=398059,<b>이선빈</b> ⓒ성종현 기자 배우 <b>이선빈</b>이 포토월에 나와 포즈를 취하고 있다. &apos;헌트&apos;는 조직 내 숨어든 스파이를 색출하기 위해 서로를 의심하는 안기부 요원 박평호(이정재 분)와 김정도(정우성 분)가 &apos;대한민국 1호 암살... ,"Tue, 02 Aug 2022 21:56:00 +0900"
41,[TD포토] <b>이선빈</b> &apos;완벽한 비율 뽐내며&apos;,http://www.tvdaily.co.kr/read.php3?aid=16594442961648436017,http://www.tvdaily.co.kr/read.php3?aid=16594442961648436017,이날 배우 <b>이선빈</b>이 헌트 VIP시사회에 참석해 자리를 빛냈다. &apos;헌트&apos;는 조직 내 숨어든 스파이를 색출하기 위해 서로를 의심하는 안기부 요원 박평호와 김정도가 &apos;대한민국 1호 암살 작전&apos;이라는 거대한 사건과 직면하며... ,"Tue, 02 Aug 2022 21:48:00 +0900"
42,[TD포토] 정우성-<b>이선빈</b>-이정재 &apos;황홀한 비율 깡패들&apos;,http://www.tvdaily.co.kr/read.php3?aid=16594442491648435017,http://www.tvdaily.co.kr/read.php3?aid=16594442491648435017,이날 배우 <b>이선빈</b>이 헌트 VIP시사회에 참석해 자리를 빛냈다. &apos;헌트&apos;는 조직 내 숨어든 스파이를 색출하기 위해 서로를 의심하는 안기부 요원 박평호와 김정도가 &apos;대한민국 1호 암살 작전&apos;이라는 거대한 사건과 직면하며... ,"Tue, 02 Aug 2022 21:48:00 +0900"
43,[TD포토] <b>이선빈</b> &apos;1초면 심쿵&apos;,http://www.tvdaily.co.kr/read.php3?aid=16594441481648433017,http://www.tvdaily.co.kr/read.php3?aid=16594441481648433017,이날 배우 <b>이선빈</b>이 헌트 VIP시사회에 참석해 자리를 빛냈다. &apos;헌트&apos;는 조직 내 숨어든 스파이를 색출하기 위해 서로를 의심하는 안기부 요원 박평호와 김정도가 &apos;대한민국 1호 암살 작전&apos;이라는 거대한 사건과 직면하며... ,"Tue, 02 Aug 2022 21:46:00 +0900"
44,[TD포토] <b>이선빈</b> &apos;눈 뗄 수 없는 아름다움&apos;,http://www.tvdaily.co.kr/read.php3?aid=16594442001648434017,http://www.tvdaily.co.kr/read.php3?aid=16594442001648434017,이날 배우 <b>이선빈</b>이 헌트 VIP시사회에 참석해 자리를 빛냈다. &apos;헌트&apos;는 조직 내 숨어든 스파이를 색출하기 위해 서로를 의심하는 안기부 요원 박평호와 김정도가 &apos;대한민국 1호 암살 작전&apos;이라는 거대한 사건과 직면하며... ,"Tue, 02 Aug 2022 21:46:00 +0900"
45,<b>이선빈</b> ‘정우성-이정재와 함께’ [포토],https://sports.donga.com/article/all/20220802/114781394/1,https://n.news.naver.com/mnews/article/382/0000996373?sid=106,배우 <b>이선빈</b>이 2일 서울 강남구 삼성동 메가박스 코엑스점에서 열린 영화 ‘헌트’ VIP 시사회에서 포즈를 취하고 있다.,"Tue, 02 Aug 2022 21:37:00 +0900"
46,"<b>이선빈</b>, 우리 오빠들 &apos;최고&apos;",https://www.news1.kr/photos/view/?5508891,https://n.news.naver.com/mnews/article/421/0006256010?sid=106,배우 <b>이선빈</b>(오른쪽)이 2일 오후 서울 강남구 메가박스 코엑스점에서 열린 영화 &apos;헌트(HUNT)&apos; VIP 시사회에 참석해 배우 정우성과 이정재 감독(오른쪽)을 응원하고 있다. ‘헌트&apos;(감독 이정재)는 조직 내 숨어든 스파이를... ,"Tue, 02 Aug 2022 21:34:00 +0900"
47,"[포토] <b>이선빈</b>, &apos;이광수 보고있나?&apos;",http://enews.imbc.com/News/RetrieveNewsInfo/355904,https://n.news.naver.com/mnews/article/408/0000163225?sid=106,배우 <b>이선빈</b>이 2일 오후 서울 메가박스 코엑스에서 열린 영화 ‘헌트’ VIP시사회에 참석해 포즈를 취하고 있다.,"Tue, 02 Aug 2022 21:29:00 +0900"
48,"<b>이선빈</b>, ‘헌트’ 최고~ [포토엔HD]",https://www.newsen.com/news_view.php?uid=202208022127265510,https://n.news.naver.com/mnews/article/609/0000610664?sid=106,"배우 <b>이선빈</b>이 8월 2일 오후 서울 강남구 메가박스 코엑스에서 열린 영화 ‘헌트’ VIP 시사회 포토월 행사에 참석해 정우성, 이정재와 포즈를 취하고 있다.","Tue, 02 Aug 2022 21:28:00 +0900"
49,정우성-<b>이선빈</b>-이정재 &apos;미남 미녀&apos;[엑&apos;s HD포토],https://www.xportsnews.com/article/1612941,https://n.news.naver.com/mnews/article/311/0001483945?sid=106,"2일 오후 서울 삼성동 메가박스 코엑스에서 영화 &apos;헌트&apos; 쇼케이스 및 VIP시사회가 열렸다. 이날 행사에 참석한 배우 정우성, <b>이선빈</b>, 이정재가 포토타임을 갖고 있다.","Tue, 02 Aug 2022 21:08:00 +0900"
50,"[카드뉴스] 지난주 핫이슈, 최희 &quot;금주+밀가루 끊을것&quot;",http://sports.chosun.com/news/ntype.htm?id=202208020100005990000170&servicedate=20220801,https://n.news.naver.com/mnews/article/076/0003899562?sid=106,"생일에 가족 총출동 &apos;으리으리한 생일상&apos; 6위 : &apos;진화♥&apos; 함소원 &quot;더이상 그냥 친구·관계가 되고 싶지 않아&quot; 7위 : <b>이선빈</b>, 말랐는데 엄청난 볼륨감...♥이광수도 놀랄 사진 [글·정리 : 박진열, 디자인 : 안류민]","Mon, 01 Aug 2022 10:52:00 +0900"
